start time(ohne Tag),count,count_anteilig,gleitender_MW_15min,gleitender_Stundenwert_aus_MW,n
00:00,3.0,0.0011789556417939775,0.00083384142992085,0.0033353657196834503,8
00:15,2.5,0.0009824630348283145,0.0008650997371840124,0.0034603989487361373,8
00:30,2.375,0.0009333398830868989,0.0007174858737985874,0.002869943495194425,8
00:45,0.875,0.00034386206218991013,0.000607290189308625,0.00242916075723465,8
01:00,1.25,0.0004912315174141573,0.0005626217883534624,0.0022504871534139497,8
01:15,1.875,0.0007368472761212359,0.0005122901141086625,0.0020491604564347623,8
01:30,1.0,0.0003929852139313258,0.0005912149942255889,0.0023648599769024877,8
01:45,1.125,0.0004421083656727416,0.0005539584107554748,0.0022158336430219997,8
02:00,0.375,0.0001473694552242472,0.00044721422473889837,0.0017888568989556629,8
02:15,0.875,0.00034386206218991013,0.00029086549158087335,0.0011634619663235374,8
02:30,0.375,0.0001473694552242472,0.00019679391101999838,0.0007871756440801,8
02:45,0.625,0.00024561575870707863,0.00017813217429990002,0.0007125286971996874,8
03:00,0.5,0.0001964926069656629,0.0001552946653089109,0.0006211786612357249,8
03:15,0.5,0.0001964926069656629,0.00016512125588628588,0.000660485023545225,8
03:30,0.25,9.824630348283146e-05,0.0001263788069512109,0.0005055152278048625,8
03:45,0.25,9.824630348283146e-05,0.0001770941254816291,0.0007083765019265875,8
04:00,0.875,0.00034386206218991013,0.00017735257909163275,0.0007094103163666375,8
04:15,0.625,0.00024561575870707863,0.000214917366449675,0.0008596694657988249,8
04:30,0.5,0.0001964926069656629,0.000264066702638825,0.0010562668105554,8
04:45,0.625,0.00024561575870707863,0.000336027788190375,0.0013441111527616502,8
05:00,1.75,0.0006877241243798203,0.00047791066928957505,0.0019116426771584,8
05:15,1.625,0.0006386009726384045,0.0005665606755516874,0.0022662427022068377,8
05:30,2.0,0.0007859704278626517,0.00089177478211085,0.0035670991284435,8
05:45,4.5,0.0017684334626909663,0.0013171440830588015,0.00526857633223535,8
06:00,4.875,0.0019158029179152135,0.0015829195741352753,0.0063316782965412875,8
06:15,4.625,0.001817556614432382,0.0022680233744396504,0.009072093497758725,8
06:30,7.875,0.003094758559709191,0.00311782124719805,0.012471284988792386,8
06:45,10.75,0.004224591049761753,0.00450199680612335,0.018007987224493566,8
07:00,14.5,0.005698285602004224,0.007920734608773525,0.03168293843509426,8
07:15,27.0,0.010610600776145798,0.01204533914921975,0.04818135659687915,8
07:30,38.0,0.014933438129390382,0.014079752939996075,0.05631901175998451,8
07:45,29.75,0.011691310114456944,0.014402748041328385,0.057610992165313735,8
08:00,22.375,0.008793044161713415,0.013440447809102913,0.0537617912364118,8
08:15,27.375,0.010757970231370045,0.012380187439350113,0.04952074975740059,8
08:30,32.75,0.012870265756250922,0.012902769653832889,0.05161107861533164,8
08:45,35.75,0.014049221398044898,0.013969392280402313,0.05587756912160933,8
09:00,31.25,0.012280787935353933,0.013807388817514676,0.0552295552700588,8
09:15,30.875,0.012133418480129684,0.013230433015668435,0.05292173206267393,8
09:30,31.5,0.012379034238836763,0.013133694542894776,0.052534778171579186,8
09:45,37.875,0.014884314977648966,0.013230688713076475,0.052922754852305964,8
10:00,37.625,0.014786068674166134,0.013726372159533288,0.054905488638133264,8
10:15,34.0,0.013361497273665078,0.014147847314721048,0.056591389258884385,8
10:30,39.25,0.015424669646804539,0.013924941002516511,0.05569976401006619,8
10:45,38.875,0.015277300191580292,0.014252959149218963,0.05701183659687598,8
11:00,39.5,0.01552291595028737,0.01445056345872005,0.057802253834880295,8
11:15,36.0,0.01414746770152773,0.015854447260737474,0.06341778904295006,8
11:30,50.75,0.019943999607014786,0.01754723440049415,0.07018893760197678,8
11:45,51.625,0.020287861669204696,0.018171395180860903,0.07268558072344368,8
12:00,44.25,0.01738959571646117,0.020097992788777674,0.08039197115511078,8
12:15,51.375,0.020189615365721864,0.020480565851007965,0.08192226340403203,8
12:30,51.625,0.020287861669204696,0.021090566405828324,0.08436226562331345,8
12:45,52.375,0.02058260057965319,0.023276555335089384,0.09310622134035769,8
13:00,58.375,0.022940511863241145,0.022557766132686577,0.09023106453074643,8
13:15,49.375,0.01940364493785921,0.021637643912260324,0.08655057564904137,8
13:30,49.25,0.0193545217861178,0.02028172006295169,0.08112688025180693,8
13:45,47.125,0.01851942820651373,0.01789086295494859,0.07156345181979452,8
14:00,46.0,0.01807731984084099,0.01838422716948604,0.07353690867794434,8
14:15,50.75,0.019943999607014786,0.01883410769272579,0.07533643077090336,8
14:30,52.875,0.020779093186618854,0.0203697711774859,0.08147908470994374,8
14:45,59.125,0.02323525077368964,0.021531652223626848,0.08612660889450759,8
15:00,49.75,0.01955101439308346,0.02130248047067734,0.08520992188270952,8
15:15,51.875,0.02038610797268753,0.021630493899536647,0.08652197559814677,8
15:30,53.0,0.02082821633836027,0.020981630743921526,0.08392652297568626,8
15:45,55.125,0.021663309917964335,0.0213554814308866,0.08542192572354658,8
16:00,55.625,0.02185980252493,0.022347459122256136,0.0893898364890247,8
16:15,59.375,0.02333349707717247,0.0225630467890816,0.09025218715632655,8
16:30,55.25,0.02171243306970575,0.023337934512857223,0.09335173805142902,8
16:45,60.25,0.02367735913936238,0.023231920421832974,0.09292768168733205,8
17:00,61.125,0.02402122120155229,0.022328809733000436,0.08931523893200193,8
17:15,52.5,0.020631723731394606,0.021954378669753676,0.0878175146790148,8
17:30,54.75,0.02151594046274009,0.020945960179709865,0.08378384071883958,8
17:45,50.875,0.019993122758756202,0.020741333041167664,0.0829653321646708,8
18:00,54.125,0.02127032470403301,0.020665110752238473,0.08266044300895399,8
18:15,52.875,0.020779093186618854,0.019493247408193252,0.07797298963277317,8
18:30,45.5,0.017880827233875324,0.018903200323333078,0.07561280129333238,8
18:45,49.25,0.0193545217861178,0.016856687155132524,0.0674267486205302,8
19:00,40.25,0.015817654860735865,0.015577137891664775,0.06230855156665923,8
19:15,40.375,0.01586677801247728,0.014857694833868413,0.059430779335473805,8
19:30,35.375,0.013901851942820651,0.012619111822873662,0.050476447291494794,8
19:45,28.5,0.011200078597042785,0.011232459825166687,0.04492983930066693,8
20:00,26.125,0.010266738713955887,0.009447419329030225,0.037789677316121,8
20:15,23.625,0.009284275679127573,0.007356297122276587,0.029425188489106423,8
20:30,17.125,0.0067298717885739545,0.006435364351808849,0.025741457407235626,8
20:45,17.125,0.0067298717885739545,0.005923539248335475,0.023694156993342052,8
21:00,19.875,0.007810581126885101,0.005164548860528101,0.020658195442112472,8
21:15,14.25,0.005600039298521393,0.0049487605034553885,0.019795042013821675,8
21:30,13.625,0.005354423539814314,0.0042038584118328755,0.0168154336473317,8
21:45,8.875,0.003487743773640517,0.0033113789656104378,0.013245515862441923,8
22:00,8.0,0.0031438817114506066,0.0030776364526789004,0.012310545810715726,8
22:15,10.25,0.00402809844279609,0.002521375547344137,0.010085502189376712,8
22:30,5.625,0.002210541828363708,0.0023395379363949503,0.009358151745579999,8
22:45,4.25,0.0016701871592081348,0.0020911988492950126,0.008364795397180224,8
23:00,3.875,0.0015228177039838876,0.0015337819506338376,0.006135127802535562,8
23:15,4.25,0.0016701871592081348,0.001179403488579975,0.004717613954320037,8
23:30,2.25,0.0008842167313454831,0.000997415213323475,0.003989660853294025,8
23:45,2.25,0.0008842167313454831,0.0008876863507715623,0.0035507454030864623,8
