start time(ohne Tag),count,count_anteilig,gleitender_MW_15min,gleitender_Stundenwert_aus_MW
00:00,1,0.00038476337052712584,0.0005771450557906887,0.002308580223162755
00:15,2,0.0007695267410542517,0.0007695267410542517,0.0030781069642170067
00:30,3,0.0011542901115813775,0.0008657175836860331,0.0034628703347441324
00:45,3,0.0011542901115813775,0.0008657175836860331,0.0034628703347441324
01:00,1,0.00038476337052712584,0.001058099268949596,0.004232397075798384
01:15,4,0.0015390534821085034,0.0008657175836860331,0.0034628703347441324
01:30,1,0.00038476337052712584,0.0005771450557906887,0.002308580223162755
01:45,0,0.0,0.0005771450557906887,0.002308580223162755
02:00,1,0.00038476337052712584,0.00019238168526356292,0.0007695267410542517
02:15,0,0.0,0.00028857252789534437,0.0011542901115813775
02:30,2,0.0007695267410542517,0.00028857252789534437,0.0011542901115813775
02:45,0,0.0,0.00019238168526356292,0.0007695267410542517
03:00,0,0.0,0.00019238168526356292,0.0007695267410542517
03:15,0,0.0,0.00019238168526356292,0.0007695267410542517
03:30,2,0.0007695267410542517,0.00019238168526356292,0.0007695267410542517
03:45,0,0.0,0.00028857252789534437,0.0011542901115813775
04:00,1,0.00038476337052712584,0.00028857252789534437,0.0011542901115813775
04:15,0,0.0,0.00019238168526356292,0.0007695267410542517
04:30,1,0.00038476337052712584,0.00028857252789534437,0.0011542901115813775
04:45,1,0.00038476337052712584,0.00038476337052712584,0.0015390534821085034
05:00,2,0.0007695267410542517,0.0007695267410542517,0.0030781069642170067
05:15,4,0.0015390534821085034,0.001250480954213159,0.005001923816852636
05:30,6,0.002308580223162755,0.0016352443247402847,0.006540977298961139
05:45,5,0.001923816852635629,0.0017314351673720662,0.006925740669488265
06:00,3,0.0011542901115813775,0.0018276260100038475,0.00731050404001539
06:15,5,0.001923816852635629,0.002116198537899192,0.008464794151596768
06:30,9,0.0034628703347441324,0.002789534436321662,0.011158137745286649
06:45,12,0.00461716044632551,0.004424778761061947,0.017699115044247787
07:00,20,0.007695267410542516,0.008368603308964986,0.033474413235859944
07:15,46,0.017699115044247787,0.010484801846864178,0.04193920738745671
07:30,31,0.0119276644863409,0.012408618699499809,0.049634474797999234
07:45,32,0.012312427856868027,0.015198153135821471,0.060792612543285884
08:00,49,0.018853405155829166,0.014332435552135439,0.057329742208541756
08:15,37,0.014236244709503656,0.01510196229318969,0.06040784917275876
08:30,39,0.015005771450557906,0.015679107348980377,0.06271642939592151
08:45,38,0.014621008080030782,0.015679107348980377,0.06271642939592151
09:00,49,0.018853405155829166,0.015390534821085034,0.06156213928434014
09:15,34,0.013081954597922277,0.015582916506348595,0.06233166602539438
09:30,41,0.015775298191612157,0.015294343978453251,0.061177375913813004
09:45,35,0.013466717968449404,0.014236244709503656,0.05694497883801462
10:00,38,0.014621008080030782,0.014717198922662562,0.05886879569065025
10:15,39,0.015005771450557906,0.016160061562139283,0.06464024624855713
10:30,56,0.021546748749519045,0.014909580607926127,0.059638322431704506
10:45,22,0.008464794151596768,0.013659099653712967,0.05463639861485187
11:00,25,0.009619084263178146,0.014236244709503654,0.056944978838014616
11:15,45,0.01731435167372066,0.014043863024240093,0.05617545209696037
11:30,54,0.020777222008464793,0.01798768757214313,0.07195075028857252
11:45,63,0.024240092343208928,0.0212581762216237,0.0850327048864948
12:00,59,0.022701038861100423,0.024721046556367834,0.09888418622547133
12:15,81,0.03116583301269719,0.028087726048480186,0.11235090419392074
12:30,89,0.034243939976914196,0.025971527510580995,0.10388611004232398
12:45,41,0.015775298191612157,0.02337437475952289,0.09349749903809156
13:00,32,0.012312427856868027,0.019719122739515198,0.07887649095806079
13:15,43,0.01654482493266641,0.014332435552135436,0.05732974220854174
13:30,33,0.012697191227395151,0.014140053866871874,0.0565602154674875
13:45,39,0.015005771450557906,0.014909580607926125,0.0596383224317045
14:00,40,0.015390534821085032,0.014524817237398999,0.058099268949595995
14:15,39,0.015005771450557906,0.014813389765294345,0.05925355906117738
14:30,36,0.01385148133897653,0.015582916506348595,0.06233166602539438
14:45,47,0.018083878414774913,0.017699115044247787,0.07079646017699115
15:00,62,0.0238553289726818,0.018853405155829166,0.07541362062331666
15:15,51,0.019622931896883418,0.020681031165833013,0.08272412466333205
15:30,55,0.02116198537899192,0.02116198537899192,0.08464794151596768
15:45,52,0.020007695267410544,0.020200076952674107,0.08080030781069643
16:00,52,0.020007695267410544,0.01943055021161985,0.0777222008464794
16:15,43,0.01654482493266641,0.01933435936898807,0.07733743747595229
16:30,54,0.020777222008464793,0.019238168526356292,0.07695267410542517
16:45,51,0.019622931896883418,0.01943055021161985,0.0777222008464794
17:00,54,0.020777222008464793,0.020392458637937667,0.08156983455175067
17:15,53,0.020392458637937667,0.020200076952674104,0.08080030781069641
17:30,52,0.020007695267410544,0.020200076952674104,0.08080030781069641
17:45,51,0.019622931896883418,0.020103886110042324,0.0804155444401693
18:00,53,0.020392458637937667,0.019526741054251638,0.07810696421700655
18:15,47,0.018083878414774913,0.019526741054251638,0.07810696421700655
18:30,52,0.020007695267410544,0.01721816083108888,0.06887264332435553
18:45,27,0.010388611004232396,0.015005771450557908,0.06002308580223163
19:00,30,0.011542901115813775,0.014717198922662563,0.058868795690650254
19:15,44,0.016929588303193535,0.012985763755290494,0.05194305502116198
19:30,34,0.013081954597922277,0.01308195459792228,0.05232781839168912
19:45,28,0.010773374374759523,0.01260100038476337,0.05040400153905348
20:00,25,0.009619084263178146,0.011061946902654867,0.04424778761061947
20:15,28,0.010773374374759523,0.009715275105809927,0.03886110042323971
